text,label,category,source_type,language
Sabko batao - mobile tower se cancer hota hai ye proved hai America mein,1,health,whatsapp,hinglish
Please share - ye ladki kidnap ho gayi hai agar dikhe to police ko batao,1,social,whatsapp,hinglish
Mandir tod diya gaya Hyderabad mein - Hindu jagao share karo,1,religious,whatsapp,hinglish
Sach samne aaya - petrol ki asli cost sirf Rs 20 hai baaki tax hai modi ka,1,economic,whatsapp,hinglish
Old photo of protest being shared as current violence in Manipur,1,politics,social_media,en
Cropped video showing police beating is actually from a movie scene,1,social,social_media,en
"Image claiming earthquake damage is actually from a different country, not India",1,disaster,social_media,en
Screenshot of fake government notice circulating about new tax on cooking gas,1,economic,social_media,en
AI generated photo of PM shaking hands with foreign dictator goes viral,1,politics,social_media,en
Morphed image of opposition leader at controversial rally being shared widely,1,politics,social_media,en
Out of context quote from health minister used to claim vaccines are ineffective,1,health,social_media,en
Photo from 2015 flood being circulated as current weather damage in Kerala,1,disaster,social_media,en
Fake letter with government letterhead claims new national holiday announced,1,politics,social_media,en
Edited video makes it look like two politicians fighting in Parliament,1,politics,social_media,en
SHOCKING: Indian students being tortured in foreign countries - government silent!,1,social,social_media,en
This chart shows India is worse than Sub-Saharan Africa in education - share!,1,social,social_media,en
EXPOSED: NGOs are actually fronts for foreign intelligence agencies in India,1,conspiracy,social_media,en
BREAKING: All private schools will be shut down under new government order,1,social,social_media,en
URGENT: WhatsApp messages being monitored by government - switch to Signal now,1,technology,social_media,en
ALERT: Aadhaar data leaked and sold on dark web - 100 crore Indians affected,1,technology,social_media,en
SHOCKING: Indian railways selling passenger data to foreign companies,1,technology,social_media,en
VIRAL: This video shows UFO landing in Rajasthan desert - amazing footage!,1,conspiracy,social_media,en
EXPOSED: Smart meters being installed to spy on households and increase bills,1,technology,social_media,en
BREAKING: Government planning to tax oxygen - new revenue scheme exposed,1,economic,social_media,en
URGENT: All bank ATMs will stop working from next month - withdraw cash now,1,economic,social_media,en
WARNING: Imported Chinese toys contain radioactive material - ban demanded,1,health,social_media,en
EXCLUSIVE: Secret tunnel found connecting India-Pakistan border - smuggling route,1,conspiracy,social_media,en
SHOCKING: Railway minister caught taking bribe on hidden camera - watch video,1,politics,social_media,en
BREAKING: 50 lakh illegal immigrants have taken over northeast India,1,social,social_media,en
ALERT: Popular baby food brand found contaminated with harmful chemicals,1,health,social_media,en
EXPOSED: Online food delivery apps adding addictive chemicals to food,1,health,social_media,en
URGENT: Indian satellites detecting massive solar flare heading to Earth,1,disaster,social_media,en
VIRAL: Man discovers he can generate electricity from thin air using magnets,1,technology,social_media,en
SHOCKING: Government building new concentration camps for political opponents,1,politics,social_media,en
BREAKING: Supreme Court judges are being blackmailed by ruling party,1,politics,social_media,en
ALERT: Popular messaging app reading all your OTPs and bank passwords,1,technology,social_media,en
EXPOSED: India's nuclear weapons are actually fake - testing was staged,1,conspiracy,social_media,en
URGENT: Massive data breach at SBI - 50 crore accounts compromised,1,technology,social_media,en
SHOCKING: Government secretly selling river water to private companies,1,economic,social_media,en
BREAKING: Top Bollywood actors caught in international drug smuggling ring,1,social,social_media,en
VIRAL: Eating this one food prevents cancer - American scientists shocked,1,health,social_media,en
ALERT: Indian Army running secret experiments on soldiers without consent,1,conspiracy,social_media,en
EXPOSED: Most organic food in India is actually sprayed with chemicals,1,health,social_media,en
Government announces new infrastructure development plan for northeast India,0,politics,news,en
Parliament passes bill to improve healthcare access in rural areas,0,health,news,en
Election commission releases voter registration guidelines for 2026,0,politics,news,en
Supreme Court delivers verdict on constitutional matter regarding privacy,0,politics,news,en
Prime Minister addresses nation on economic policies during budget session,0,politics,news,en
Opposition leader criticizes government's budget allocation for education,0,politics,news,en
New policy aims to reduce unemployment rates among rural youth,0,economic,news,en
Cabinet approves funding for education sector reforms in Bihar,0,politics,news,en
Medical study shows effectiveness of new treatment for drug-resistant TB,0,health,news,en
Health ministry issues guidelines for seasonal flu prevention this winter,0,health,news,en
Research indicates benefits of regular exercise for diabetic patients,0,health,news,en
Doctors recommend vaccination for vulnerable populations ahead of monsoon,0,health,news,en
Hospital reports successful organ transplant surgery at AIIMS Delhi,0,health,news,en
New medical facility opens to serve rural communities in Madhya Pradesh,0,health,news,en
Health experts advise precautions during monsoon season in Mumbai,0,health,news,en
Clinical trial results published in medical journal for new cancer drug,0,health,news,en
Stock market shows steady growth this quarter on strong corporate earnings,0,economic,news,en
Central bank maintains interest rates at current levels amid stable inflation,0,economic,news,en
Export figures indicate positive trade balance with Southeast Asian nations,0,economic,news,en
New startup receives funding for innovative agricultural technology,0,economic,news,en
Manufacturing sector reports increased production in automotive segment,0,economic,news,en
Inflation rate remains within acceptable range according to latest data,0,economic,news,en
Employment data shows job market improvement in IT sector,0,economic,news,en
Company announces expansion plans for next year in India and abroad,0,economic,news,en
Scientists discover new species in marine ecosystem near Andaman Islands,0,technology,news,en
Space agency successfully launches communication satellite from Sriharikota,0,technology,news,en
Research team develops improved solar panel technology at IIT Bombay,0,technology,news,en
University announces breakthrough in renewable energy storage,0,technology,news,en
Tech company releases software update with security fixes for users,0,technology,news,en
Archaeological team uncovers ancient artifacts in Rakhigarhi excavation,0,social,news,en
Climate researchers publish findings on temperature trends in Indian Ocean,0,disaster,news,en
Engineering project completes bridge construction ahead of schedule in Bihar,0,social,news,en
School district implements new digital learning program in Karnataka,0,social,news,en
University offers scholarships for underprivileged students from rural India,0,social,news,en
Community center opens new facilities for senior citizens in Pune,0,social,news,en
Library system expands services to rural areas in Rajasthan,0,social,news,en
Cultural festival celebrates diversity and heritage in Nagaland,0,social,news,en
Sports academy trains young athletes for upcoming Asian Games,0,social,news,en
Volunteer organization helps disaster relief efforts in flood-affected areas,0,social,news,en
Local government improves public transportation system in Kochi,0,social,news,en
Weather department forecasts normal monsoon this year across India,0,disaster,news,en
Forest department plants trees to combat deforestation in Western Ghats,0,disaster,news,en
Environmental agency monitors air quality levels in Delhi NCR,0,disaster,news,en
Conservation project protects endangered wildlife species in Kaziranga,0,disaster,news,en
Renewable energy plant begins commercial operations in Gujarat,0,economic,news,en
Water treatment facility improves drinking water quality in Chennai,0,disaster,news,en
Recycling program reduces waste in Mumbai urban areas,0,disaster,news,en
National park expands protected area for biodiversity in Sundarbans,0,disaster,news,en
Trade delegation visits neighboring country for bilateral talks,0,politics,news,en
International organization provides humanitarian aid in flood-hit Assam,0,social,news,en
Diplomatic meeting addresses regional security concerns in South Asia,0,politics,news,en
Cultural exchange program promotes international cooperation with Japan,0,social,news,en
Economic summit discusses global trade policies at G20 meeting,0,economic,news,en
Peace talks continue between conflicting parties in northeast India,0,politics,news,en
International court delivers judgment on maritime border dispute,0,politics,news,en
Global conference addresses climate change initiatives at COP summit,0,disaster,news,en
National team qualifies for Cricket World Cup semifinals,0,social,news,en
Sports federation announces new training facilities in Bengaluru,0,social,news,en
Film festival showcases regional cinema talent in Thiruvananthapuram,0,social,news,en
Music concert raises funds for charitable cause in Mumbai,0,social,news,en
Olympic athlete wins medal at international competition,0,social,news,en
Theater group performs classical drama for audiences in Jaipur,0,social,news,en
Art exhibition displays works by local artists in Kolkata,0,social,news,en
Book fair promotes reading culture among youth in New Delhi,0,social,news,en
ISRO successfully tests new rocket engine for Gaganyaan mission,0,technology,news,en
Indian Navy conducts exercise in Indian Ocean for maritime security,0,politics,news,en
Ministry of Education launches National Digital University initiative,0,social,news,en
RBI introduces new guidelines for digital lending platforms,0,economic,news,en
DRDO tests advanced missile defense system successfully,0,technology,news,en
Indian Railways begins operation of new Vande Bharat Express route,0,technology,news,en
SEBI tightens rules for mutual fund investments to protect small investors,0,economic,news,en
Niti Aayog releases report on state performance in health indicators,0,health,news,en
India ranks third globally in startup ecosystem according to new report,0,economic,news,en
National Highway Authority announces completion of expressway project,0,social,news,en
"According to Ministry of Finance, GDP growth rate stands at 6.8 percent",0,economic,news,en
Indian Institute of Science researchers develop new vaccine platform technology,0,health,news,en
AIIMS study confirms effectiveness of indigenous COVID booster dose,0,health,news,en
Union Budget allocates Rs 2.7 lakh crore for rural development programs,0,economic,news,en
Census data shows literacy rate improved to 83 percent across India,0,social,news,en
UP government launches scheme to provide free tablets to students,0,social,news,en
Telangana becomes first state to implement universal healthcare coverage,0,health,news,en
PM Modi inaugurates new metro line connecting Noida to Delhi airport,0,social,news,en
Chief Justice emphasizes importance of judicial independence in speech,0,politics,news,en
India-Bangladesh joint statement on sharing Teesta river water signed,0,politics,news,en
India Post launches new digital payment service for rural population,0,technology,news,en
National Green Tribunal orders cleanup of polluted rivers in Punjab,0,disaster,news,en
Indian women's hockey team qualifies for Asian Games final,0,social,news,en
Reliance Jio launches affordable 5G plans across 100 cities,0,technology,news,en
India successfully repatriates citizens stranded abroad during crisis,0,politics,news,en
Pune-based AI startup raises $50 million in Series B funding round,0,economic,news,en
Archaeological Survey of India discovers 3000-year-old settlement in UP,0,social,news,en
Kerala High Court upholds right to peaceful protest in landmark judgment,0,politics,news,en
Indian pharmaceutical companies export record Rs 2 lakh crore worth drugs,0,economic,news,en
New highway connecting Chennai to Bengaluru reduces travel time by 2 hours,0,social,news,en
India contributes $1 million to UN peacekeeping operations in Africa,0,politics,news,en
IIT Delhi develops low-cost water purification system for villages,0,technology,news,en
Mumbai police crack down on online fraud ring targeting senior citizens,0,social,news,en
Rajasthan government provides free electricity to BPL households,0,economic,news,en
Indian space program plans manned mission to Moon by 2028,0,technology,news,en
State government announces new forest conservation policy in Himachal Pradesh,0,disaster,news,en
West Bengal registers record tourism numbers during Durga Puja festival,0,economic,news,en
Government reports decline in crime rate across metropolitan cities,0,social,news,en
PM Modi and President Biden discuss trade cooperation at bilateral summit,0,politics,news,en
NABARD report highlights progress in rural banking infrastructure,0,economic,news,en
India surpasses Japan to become world's third largest economy by PPP,0,economic,news,en
National Institute of Virology identifies new strain of influenza virus,0,health,news,en
Data from traffic police shows 15 percent reduction in road accidents,0,social,news,en
Indian Council of Medical Research approves new diagnostic test for TB,0,health,news,en
Delhi government extends odd-even scheme amid poor air quality levels,0,disaster,news,en
Ministry of Agriculture reports record wheat production this season,0,economic,news,en
Chandigarh tops smart city ranking for third consecutive year,0,social,news,en
NITI Aayog report shows improvement in SDG index across Indian states,0,social,news,en
"According to latest IMD data, monsoon arrival in Kerala expected by June 1",0,disaster,news,en
Indian Army conducts successful test of indigenously developed drone swarm,0,technology,news,en
Tata Consultancy Services wins major cloud computing contract in Europe,0,economic,news,en
Justice Department reports 40 percent increase in conviction rate this year,0,politics,news,en
India becomes net exporter of electricity for first time in history,0,economic,news,en
National Board of Examinations announces new format for NEET examination,0,social,news,en
Indian Red Cross mobilizes volunteers for earthquake relief in Turkey,0,disaster,news,en
Official data shows maternal mortality rate drops by 22 percent this decade,0,health,news,en
Government of Odisha inaugurates new coastal protection project,0,disaster,news,en
India and France sign agreement on nuclear energy cooperation,0,politics,news,en
"According to NASSCOM, Indian IT industry revenues cross $250 billion mark",0,economic,news,en
Madhya Pradesh launches tiger conservation corridor connecting two reserves,0,disaster,news,en
Indian scientists contribute to discovery of high-energy cosmic particles,0,technology,news,en
Kochi metro extension project ahead of schedule says managing director,0,social,news,en
India reports 95 percent child immunization coverage under national program,0,health,news,en
Bihar government rolls out free cataract surgery scheme for elderly,0,health,news,en
CBI arrests government official in corruption case worth Rs 50 crore,0,politics,news,en
Gujarat dairy cooperative achieves record milk production of 300 lakh litres,0,economic,news,en
Mizoram records zero poaching incidents for third straight year,0,disaster,news,en
PMJAY scheme provides healthcare to 5 crore families across India,0,health,news,en
Bangalore water crisis eases as Karnataka receives above-normal rainfall,0,disaster,news,en
National Investigation Agency dismantles terror funding network,0,politics,news,en
Indian researchers develop biodegradable plastic from agricultural waste,0,technology,news,en
Experts from WHO praise India's successful pulse polio eradication program,0,health,news,en
India holds joint military exercises with US Navy in Bay of Bengal,0,politics,news,en
Haryana leads the country in completion of Jal Jeevan Mission targets,0,social,news,en
GST collections reach record Rs 1.87 lakh crore in December quarter,0,economic,news,en
Delhi Metro extends network to cover additional 12 km reaching Meerut,0,social,news,en
Northern India temples saw significant increase in tourists last year,0,social,news,en
Study by government think tank reveals positive impact of Swachh Bharat on health,0,health,news,en
India signs bilateral fisheries agreement with Sri Lanka for sustainable fishing,0,economic,news,en
Government survey shows satisfaction with Jan Dhan accounts among beneficiaries,0,economic,news,en
Opposition party raises concerns over rising fuel prices in Parliament debate,0,politics,news,en
Heavy rainfall causes waterlogging in parts of Mumbai but no casualties reported,0,disaster,news,en
Andhra Pradesh CM inaugurates new industrial park attracting Rs 5000 crore investment,0,economic,news,en
Controversial land acquisition bill debated in Parliament draws criticism,0,politics,news,en
Budget proposal to increase defense spending receives mixed reactions from experts,0,politics,news,en
Air quality in Delhi deteriorates to severe category due to stubble burning,0,disaster,news,en
India-China border talks make limited progress in 25th round of discussions,0,politics,news,en
Rising food prices push inflation to 5.6 percent in November,0,economic,news,en
Government faces criticism over delay in implementing education reform policy,0,social,news,en
Conflict between farmers and state over proposed highway expansion in Punjab,0,social,news,en
Supreme Court expresses concern over pendency of 4.7 crore cases in courts,0,politics,news,en
Hospital workers go on strike demanding better working conditions in Tamil Nadu,0,health,news,en
Scientists warn of accelerating glacier retreat in Himalayas due to warming,0,disaster,news,en
Investigation reveals irregularities in government tender process in multiple states,0,politics,news,en
Report highlights digital divide between urban and rural schools in India,0,social,news,en
India experiences worst heatwave in decades with temperatures crossing 48 degrees,0,disaster,news,en
Study finds gaps in implementation of Right to Education Act across states,0,social,news,en
Unemployment among youth aged 15-29 remains at 17 percent says NSSO survey,0,economic,news,en
Multiple drug companies under investigation for overcharging essential medicines,0,health,news,en
"According to CMIE data, informal sector continues to dominate employment in India",0,economic,news,en
Fact-check: Viral claim about government banning Rs 500 notes is FALSE. RBI confirms no such plan,0,economic,news,en
Fact-check: Photo claiming to show recent bridge collapse is from 2018 incident in a different state,0,disaster,news,en
Fact-check: No evidence found for viral claim about poisonous chemicals in popular snack brand,0,health,news,en
Alt News debunks viral video claiming to show communal violence - footage is from different country,0,religious,news,en
PIB fact-check confirms message about new tax rules being shared on WhatsApp is fake,0,economic,news,en
Boom Live verifies: Claim about school textbooks promoting separatism is based on misquoted paragraph,0,social,news,en
News Checker confirms: Viral photo of politicians meeting is digitally altered composite image,0,politics,news,en
IFCN-certified fact-checker debunks claim about new COVID variant being engineered,0,health,news,en
"According to government PIB, circulating WhatsApp message about free laptop scheme is not genuine",0,technology,news,en
India Today fact check reveals: Claim about army losses at border is exaggerated and misleading,0,politics,news,en
BREAKING: Scientists confirm link between mobile phones and brain tumors - WHO changing guidelines,1,health,social_media,en
ALERT: Massive government database leak exposes Aadhaar numbers of all Indians,1,technology,social_media,en
SHOCKING: Water from Yamuna river found to contain deadly bacteria 1000x safe limits,1,disaster,social_media,en
BREAKING: China deploying bioweapons along Indian border - whistleblower reveals,1,conspiracy,social_media,en
EXPOSED: Popular cooking oil brands using industrial chemicals in production,1,health,social_media,en
URGENT: RBI to freeze all savings accounts above Rs 10 lakh - withdraw now!,1,economic,social_media,en
VIRAL: Man cures deadly cancer by eating only bitter gourd for 30 days,1,health,social_media,en
SHOCKING: IIT student discovers free energy device - government suppressing patent,1,technology,social_media,en
BREAKING: All government hospitals running out of medicines - crisis warning!,1,health,social_media,en
ALERT: New disease spreading through eggs imported from Thailand claims thousands,1,health,social_media,en
EXPOSED: Telecom companies deliberately reducing internet speed to sell premium plans,1,technology,social_media,en
URGENT: Train derailment in Odisha kills 500+ but government reporting only 50 deaths,1,disaster,social_media,en
BREAKING: PM secretly transferred Rs 5 lakh crore to overseas bank accounts,1,politics,social_media,en
VIRAL: This miracle prayer healed 1000 cancer patients in one temple in Tamil Nadu,1,health,social_media,en
SHOCKING: Exam paper leaked for upcoming UPSC examination - all aspirants affected,1,social,social_media,en
ALERT: Government introducing face recognition cameras to monitor all citizens 24/7,1,technology,social_media,en
EXPOSED: Indian Army using banned weapons against its own civilians in northeast,1,politics,social_media,en
URGENT: Stock market will crash 80% next Monday - sell everything now,1,economic,social_media,en
BREAKING: All electricity will be cut off across India for 3 days for maintenance,1,conspiracy,social_media,en
VIRAL: Ancient Indian scientists already invented nuclear weapons 5000 years ago,1,conspiracy,social_media,en
The government has finally agreed to implement One Rank One Pension for military veterans says defense secretary,0,politics,news,en
Hundreds of farmers protest outside Parliament demanding fair crop prices and loan waivers,0,politics,news,en
India's foreign exchange reserves rise to $620 billion reports Reserve Bank of India,0,economic,news,en
Kerala's health department launches door-to-door screening for non-communicable diseases,0,health,news,en
NTPC commissions 1000 MW solar power plant in Rajasthan desert region,0,technology,news,en
State government provides financial assistance to families affected by recent cyclone,0,disaster,news,en
New metro rail project connecting satellite towns approved for Hyderabad city,0,social,news,en
Indian cricket team defeats Australia by 5 wickets in thrilling test match at MCG,0,social,news,en
Annual report shows significant improvement in rural sanitation coverage under SBM,0,social,news,en
India post office launches new small savings scheme with 7.5 percent interest rate,0,economic,news,en
Multiple states report successful implementation of PM-KISAN direct benefit transfer,0,economic,news,en
New guidelines issued by DGCA for drone operations in Indian airspace,0,technology,news,en
"According to fire department, blaze at chemical factory in Gujarat brought under control",0,disaster,news,en
Agricultural scientists at ICAR develop high-yield drought-resistant rice variety,0,technology,news,en
Heavy traffic on major national highways expected during festival season warns NHAI,0,social,news,en
Indian startups raise $15 billion in funding during latest quarter,0,economic,news,en
Maharashtra government launches skill development program for unemployed youth,0,social,news,en
Scientists at IISc Bangalore discover high efficiency method for green hydrogen production,0,technology,news,en
Police in Mumbai arrest gang involved in online banking fraud worth Rs 100 crore,0,social,news,en
Government extends deadline for Aadhaar-PAN linking by three months,0,politics,news,en
Infosys reports strong quarterly results with 5.2 percent revenue growth,0,economic,news,en
Joint statement by Indian and Japanese PMs outlines infrastructure cooperation,0,politics,news,en
National Commission for Women takes note of rising domestic violence cases,0,social,news,en
Indian Ocean Rim Association summit discusses maritime trade and security,0,politics,news,en
DRDO-developed combat drone completes successful maiden flight test,0,technology,news,en
New food safety regulations require detailed labeling on packaged products,0,health,news,en
India achieves target of vaccinating 100 crore citizens under COVID program,0,health,news,en
Railway minister announces 500 new trains for upcoming festive season,0,social,news,en
Central government raises MSP for kharif crops by 5-7 percent for current season,0,economic,news,en
Digital India initiative connects 6 lakh villages with broadband internet says IT ministry,0,technology,news,en
Election Commission of India mandates VVPAT verification in all constituencies,0,politics,news,en
BREAKING: Scientists confirm mobile phones cause brain tumors - WHO changing guidelines immediately,1,health,social_media,en
ALERT: Massive Aadhaar database leak exposes all 140 crore Indians personal data,1,technology,social_media,en
SHOCKING: Yamuna river water found to contain deadly bacteria 1000x above safe limits,1,disaster,social_media,en
BREAKING: China deploying bioweapons along Indian border - whistleblower reveals classified docs,1,conspiracy,social_media,en
EXPOSED: Popular cooking oil brands using recycled industrial chemicals in production,1,health,social_media,en
URGENT: RBI to freeze all savings accounts above Rs 10 lakh next week - withdraw now,1,economic,social_media,en
VIRAL: Man cures stage 4 cancer by eating only bitter gourd for 30 days - doctors amazed,1,health,social_media,en
BREAKING: All government hospitals running out of critical medicines - national crisis,1,health,social_media,en
VIRAL: Miracle prayer healed 1000 cancer patients at temple in Tamil Nadu,1,health,social_media,en
Government introduces face recognition cameras to monitor all citizens 24/7 without consent,1,technology,social_media,en
Indian Army using banned chemical weapons against civilians in northeast,1,politics,social_media,en
Stock market will crash 80% next Monday - insider says sell everything now,1,economic,social_media,en
All electricity will be cut off across India for 3 days for maintenance,1,conspiracy,social_media,en
Ancient Indian scientists invented nuclear weapons 5000 years ago - hidden by British,1,conspiracy,social_media,en
New study proves that mixing onion and honey cures all types of cancer,1,health,social_media,en
