text,label,category,source_type,language
"Water harvesting initiative improves groundwater levels in drought-prone Marathwada",0,disaster,news,en
"State government reports 90% reduction in open defecation under Swachh Bharat scheme",0,social,news,en
"Opposition leader says government statistics on poverty reduction are misleading",0,politics,news,en
"India's space debris mitigation policy to go to UN Committee on Peaceful Uses of Space",0,technology,news,en
"Rapid antigen test for new dengue variant to be distributed free across health centers",0,health,news,en
"Road transport ministry releases new rules for heavy vehicle overtaking on highways",0,social,news,en
"India and Germany sign MoU for cooperation in green hydrogen technology",0,technology,news,en
"New Lokpal bench set up to fast track corruption complaints from citizens",0,politics,news,en
"Consumer Price Index shows 4.2% inflation within RBI's target range for third month",0,economic,news,en
"IASt and MIT researchers jointly develop cheap solar-powered water desalination unit",0,technology,news,en
"Income Tax department issues refunds to 2 crore assessees totaling Rs 1.5 lakh crore",0,economic,news,en
"Wildlife institute report shows tiger population grows to 3682 in latest census",0,disaster,news,en
"Government launches scheme providing free sanitary napkins in rural government schools",0,health,news,en
"All-India Rural Job Guarantee scheme provides 300 crore person-days of employment",0,economic,news,en
"Kya aap dekh rahe hain - Modi ji ne Rs 15 lakh dena band kar diya - sach saamne aaya",1,politics,whatsapp,hinglish
"Ye video dekho - COVID vaccine lagvane se log mar rahe hain, media chupa raha hai!",1,health,whatsapp,hinglish
"Bhai log ye forward karo jaldi - Modi sarkar sab ka bank account band kar degi 15 tarikh ko",1,economic,whatsapp,hinglish
"Breaking khabar: Pakistan ne atom bomb gira diya Gujarat pe - sarkari news band hai",1,disaster,whatsapp,hinglish
"Dosto sunno - WhatsApp band ho raha hai India mein, backup lo aur Telegram shift ho jao",1,technology,whatsapp,hinglish
"Ek aur sach samne aaya - petrol ki asli cost Rs 15 hai, baaki Rs 85 pure tax hai",1,economic,whatsapp,hinglish
"Please please share karo - ye dawa cancer theek karti hai, doctors chupa rahe hain",1,health,whatsapp,hinglish
"Abhi share karo - Chinese application TikTok wapis aa raha hai, ye link download karo",1,technology,whatsapp,hinglish
"UP mein Hindu yatriyon pe attack hua - social media pe ban lagaya hai sarkaar ne",1,religious,whatsapp,hinglish
"Nirmala Sitharaman ka video dekho - unhone khud kaha hai RBI desh bech raha hai",1,economic,whatsapp,hinglish
"Jio tower se radiation nikal raha hai, baccho ko dur rakho - proved hai IIT ne",1,health,whatsapp,hinglish
"Aaj raat 12 baje se UPI kaam nahi karega - apna paisa nikalo abhi!",1,economic,whatsapp,hinglish
"Ye sach hai - cow urine se TB aur malaria bilkul theek hota hai - akbar mein chapa tha",1,health,whatsapp,hinglish
"Dost forward karo - 10 logo ko bhejo to Modi ji personally Rs 5000 bhej rahe hain",1,economic,whatsapp,hinglish
"Suniye - school mein Muslim teacher Hindu baccho ko namaz padhva raha hai",1,religious,whatsapp,hinglish
"Bhai dekho yaar - ye app install karo - petrol free mein milega sarkar ki taraf se",1,economic,whatsapp,hinglish
"Aaj subah se flood aa rahi hai Tamil Nadu mein - log ghar chod do abhi",1,disaster,whatsapp,hinglish
"Garib logo ko Rs 1000 per month milenge sarkar se - ye form bharo - ye sach hai!",1,economic,whatsapp,hinglish
"Pls share - kisi ka beta missing hai - ye photo dekho please",1,social,whatsapp,hinglish
"Sunno dosto - Rahul Gandhi Bharat ke khilaf kaam kar raha hai - ye toh Pappu hi hai",1,politics,whatsapp,hinglish
"Bhai corona nahi gaya abhi - new variant aaya hai jo zyada khatarnak hai - mask lagao",1,health,whatsapp,hinglish
"Ye sach hai - RBI 2000 ka note vapas le raha hai - bank mein jao aaj hi",1,economic,whatsapp,hinglish
"10 saal se band padha purana sabka paisa bank wapas de raha hai - jan dhan check karo",1,economic,whatsapp,hinglish
"Itna sach mat suno - UP Chief Minister ne Hindu rashtra ki ghoshna ki abhi abhi",1,religious,whatsapp,hinglish
"Saare doston ko batao - aaj raat curfew lagega 5 sheher mein - riots ki khabar hai",1,social,whatsapp,hinglish
"Kisi ne garibo ke liye free ration ka scheme banaya hai - ek mahine ka ration free",0,economic,news,hinglish
"Sarkaar ne school mein computer sikhane ka program shuru kiya hai - sab bacchon ke liye",0,social,news,hinglish
"PM Awas Yojana ke andar garib parivar ko free ghar milega - yahan apply karo",0,social,news,hinglish
"Health ministry ne bataya ki ye saal flu ke cases zyada hain - vaccination zaruri hai",0,health,news,hinglish
"RBI ne bank charges ke baare mein naya order nikala - customers ko rahat milegi",0,economic,news,hinglish
"Farmers claim government's MSP hike insufficient to cover rising cultivation costs",0,economic,news,en
"Parliamentary panel raises questions about defense procurement delays",0,politics,news,en
"Court stays construction near protected forest area in Uttarakhand",0,disaster,news,en
"Activists demand probe into displacement of tribal communities in mining zones",0,social,news,en
"Health workers report shortage of medicines in primary health centers in rural Bihar",0,health,news,en
"Opposition demands white paper on farmer suicides and debt waiver status",0,economic,news,en
"Protests against factory pollution continue in industrial area near Surat",0,disaster,news,en
"Student union demands rollback of fee hike in central universities",0,social,news,en
"Fact check panel flags misleading claims about new pension scheme benefits",0,economic,news,en
"Minority rights organization submits report on discrimination cases to commission",0,social,news,en
"Government statistics on toilet construction questioned by independent researchers",0,social,news,en
"City slum dwellers fear eviction as metro expansion project progresses",0,social,news,en
"Farmers protest outside collector's office demanding crop insurance settlements",0,economic,news,en
"Investigation by media house finds irregularities in mid-day meal scam in UP",0,social,news,en
"SC verdict on electoral bonds raises transparency concerns among civil society groups",0,politics,news,en
"Local bodies short of funds after pandemic, struggle to provide civic services",0,economic,news,en
"Climate summit sees India commit to 500 GW renewable energy target by 2030",0,disaster,news,en
"Tribal community files case over iron ore mining in forest land in Jharkhand",0,social,news,en
"Municipal corporation accused of misusing smart city funds per CAG audit",0,social,news,en
"Ration shop dealers held for selling subsidized food in black market",0,economic,news,en
"Vaccine hesitancy remains a challenge in remote Himalayan districts of HP",0,health,news,en
"The COVID variant BA.5 spreads among younger population in Mumbai metro region",0,health,news,en
"Study finds urban air pollution responsible for 1.7 million premature deaths in India",0,disaster,news,en
"Indian army conducts flood relief operations in Manipur after heavy rainfall",0,disaster,news,en
"State election results announced after three-day counting process",0,politics,news,en
"Former minister acquitted by court in corruption case due to lack of evidence",0,politics,news,en
"NGO report shows alarming levels of stunting among children below 5 in tribal areas",0,health,news,en
"India's exports decline for fourth consecutive month amid global slowdown",0,economic,news,en
"Drought conditions persist in Marathwada as reservoir levels fall to 20%",0,disaster,news,en
"CM announces ex-gratia payment for families of those who died in building collapse",0,social,news,en
"Hospital authority fined for negligence after patient dies awaiting treatment",0,health,news,en
"India launches tiger translocation project to repopulate empty habitats",0,disaster,news,en
"New highway project stalled over environmental clearance hurdles in Western Ghats",0,disaster,news,en
"SC orders cleanup of coastal shrimp farms violating coastal regulation zone norms",0,disaster,news,en
"Private tuition industry grows to Rs 5 lakh crore amid pressure for exam performance",0,social,news,en
"Railway ministry invites bids for station redevelopment under PPP model",0,economic,news,en
"Textbook factual errors in science chapters corrected after teacher complaints",0,social,news,en
"New vaccine storage protocol introduced to prevent wastage in rural supply chains",0,health,news,en
"Fuel adulteration syndicate busted by STF in three states simultaneously",0,economic,news,en
"Online gaming addiction prompts government to review regulation framework",0,technology,news,en
"Delhi pollution worsens as construction dust combines with vehicle emissions",0,disaster,news,en
"India signs protocol to phase out single-use plastics by 2025 in line with Basel convention",0,disaster,news,en
"Fake news warning: Message claiming government to confiscate gold above 100g is false",0,economic,news,en
"Fact check: Claim that India has eliminated malaria completely is misleading - disease persists",0,health,news,en
"No evidence supports viral claim that Indian government poisoned opposition leader",0,politics,news,en
"Alt News finds manipulated image of communal clash is from 2016 Bangladesh incident",0,religious,news,en
"Boom Live debunks: Video of crowd stampede falsely attributed to recent pilgrimage accident",0,disaster,news,en
"PIB cautions: Freelancing job offer linked to Modi government scheme circulating is a scam",0,economic,news,en
"WebQoof debunks: Medicine recommended in viral message has serious side effects confirmed",0,health,news,en
"Fact checker finds misleading: Claim that UPI payments taxed 18% lacks official basis",0,economic,news,en
"Truth about viral claim: India's population did NOT surpass China in 2023 as stated",0,social,news,en
"Viral claim about free gas cylinder scheme requires registration is misleading",0,economic,news,en
"India's farmers achieved record rice production of 135 million tonnes this season",0,economic,news,en
"ICAR registers 50 new crop varieties better suited to changing climate conditions",0,technology,news,en
"Kisan Credit Card scheme beneficiaries reach 7 crore across all states",0,economic,news,en
"Pradhan Mantri Fasal Bima Yojana compensates farmers for Rs 17000 crore crop losses",0,economic,news,en
"New agricultural law proposes contract farming with guaranteed minimum price for farmers",0,economic,news,en
"Zero-budget natural farming promoted by Andhra Pradesh shows results in pilot villages",0,economic,news,en
"Cotton farmers in Vidarbha demand debt relief as international cotton prices drop",0,economic,news,en
"Integrated watershed management helps restore 500 water bodies in dry Bundelkhand",0,disaster,news,en
"States urged to expand cold storage chain to prevent post-harvest loss of vegetables",0,economic,news,en
"MSP for wheat increased by Rs 150 per quintal for upcoming rabi season",0,economic,news,en
"SHOCKING: Farmer fertilizer contains harmful chemicals causing soil infertility permanently",1,economic,social_media,en
"Fact exposed: Government providing free electricity was really cutting it for 8 hours daily",1,economic,social_media,en
"Agricultural minister caught accepting bribes from fertilizer companies - hidden camera proof",1,politics,social_media,en
"Farmers who protest are actually paid goons from Pakistan - IB report leaked",1,politics,social_media,en
"MSP of Rs 10000 per quintal for wheat secretly approved but not announced",1,economic,social_media,en
"Farmer loan waiver money misappropriated by bank officials - whistleblower reveals",1,economic,social_media,en
"Ministry secretly sold India's seed bank to foreign company - catastrophic for food security",1,economic,social_media,en
"GM seeds being forcefully given to farmers causing genetic mutations in next generation",1,health,social_media,en
"Weather modification used to destroy crops of farmers who voted against ruling party",1,disaster,social_media,en
"Agricultural university study says Indian rice contains 5x more arsenic than safe limit",1,health,social_media,en
"Real time stock chart showing India's economy surging past China",1,economic,social_media,en
"Indian rupee is backed by nothing - RBI running a ponzi scheme confirmed by ex-official",1,economic,social_media,en
"Indian government plans to ban all cryptocurrency exchanges by December 2025",1,economic,social_media,en
"Reliance Industries monopoly plan to take over government hospitals and charge premium",1,health,social_media,en
"New IT law requires permission from government official to send encrypted messages",1,technology,social_media,en
"TRAI logs all phone calls for intelligence agency - any criticism of PM triggers monitoring",1,technology,social_media,en
"YouTube removing all videos critical of government as part of secret censorship deal",1,technology,social_media,en
"New income tax rules to tax all family savings accumulated over 20 years",1,economic,social_media,en
"Home ministry secret order makes all protests illegal and punishable by 10 years jail",1,politics,social_media,en
"Asteroid named by Indian scientists will cause extinction event in 2031",1,disaster,social_media,en
"India, Pakistan, and China caught in secret WWIII preparation - nuclear war imminent",1,conspiracy,social_media,en
"Secret clause in new defense deal gives US permanent military bases in India",1,politics,social_media,en
"New app released by government will read your mind using your phone microphone",1,technology,social_media,en
"Water privatization plan handing Yamuna to Israeli company approved in secret",1,economic,social_media,en
"India recording all UPI transactions to track spending habits and tax evasion",1,technology,social_media,en
"All private cars to be banned from city centers under new EV policy within 2 years",1,social,social_media,en
"Covid-19 was released deliberately in India by foreign powers to collapse economy",1,conspiracy,social_media,en
"Unvaccinated people to be denied government services including ration cards from January",1,health,social_media,en
"Population control act mandates forced sterilization after second child born to couple",1,social,social_media,en
"Government schools running secret military training programs for child soldiers",1,conspiracy,social_media,en
"New DNA database scheme harvesting genetic data from Indians to sell to biotech firms",1,technology,social_media,en
"Sarkari aspataal mein dawai khatam ho gayi hai - Chhattisgarh mein patients bhage",1,health,whatsapp,hinglish
"Koi bhi Hindu BJP ko vote dega toh uska ration card band kar diya jaayega",1,politics,whatsapp,hinglish
"Dosto RBI ne 100 aur 200 ke note band karne ki taiyari ki hai - naklein shuru ho gayi",1,economic,whatsapp,hinglish
"Mujhe reliable source se pata chala ki UP mein curfew lag raha hai kal raat se",1,social,whatsapp,hinglish
"Parsi hospital Mumbai mein poisonous medicine de rahe hain - ye sach hai mere bhai ne dekha",1,health,whatsapp,hinglish
"Desh bech rahe hain Modi ji - Rail aur post office Ambani ko de diya - forward karo",1,economic,whatsapp,hinglish
"Muslim invaders ki taraf se temple tod ne ki saazish expose - darr ke mat raho",1,religious,whatsapp,hinglish
"Gaon mein phir se cholera phela hai - paani mat peena bahar ka - ye sach hai!",1,health,whatsapp,hinglish
"Sarkar ne nahin bataya ki petrol mein saanp ka tel mila kar bech rahe hain",1,health,whatsapp,hinglish
"Class 10 ke result December mein aayenge nahi toh January - officially confirm",1,social,whatsapp,hinglish
"Delhi aur NCR mein bhukamp aane wala hai agले 48 ghante mein - IIT ne bataya",1,disaster,whatsapp,hinglish
"Abhi share karo - yahan free mobile phone milega sarkar ki yojana ke andar",1,economic,whatsapp,hinglish
"Ramlila maidan mein bada dharna ho raha hai aaj - Hindu ek ho!",1,religious,whatsapp,hinglish
"Ye Jio special offer sirf aaj ke liye hai - 2GB data free per day for 1 year",1,technology,whatsapp,hinglish
"Amazon Prime membership sirf Rs 1 mein - ye link se sign up karo jaldi",1,technology,whatsapp,hinglish
"Sunna zaruri hai - Ambani ne Jio data becha diya Chinese company ko",1,technology,whatsapp,hinglish
"Abhi sarkar ne Rs 2000 rahe rahne ka order diya - ye forward message galat hai",0,economic,news,hinglish
"Aaj Rajasthan mein barish hogi - IMD ka forecast ye hai officially",0,disaster,news,hinglish
"PMJAY Ayushman Bharat mein 5 lakh rupaye free ilaj milta hai eligible parivaron ko",0,health,news,hinglish
"Ration card ke liye aavedna aadhaar se link karni hogi - ye sarkari aaadesh hai",0,economic,news,hinglish
"Sab bacchon ke liye free mid-day meal Sarkar ki yojana ke antar aata hai schools mein",0,social,news,hinglish
"School dropout rate declined by 8 percent in states implementing mid-day meal scheme",0,social,news,en
"Rural electrification reaches 99.7 percent village-level coverage under Saubhagya scheme",0,economic,news,en
"Government builds 12 crore toilets under Swachh Bharat Abhiyan phase one report confirms",0,social,news,en
"India eliminates guinea worm disease becoming third country globally to do so",0,health,news,en
"ASHA workers receive performance incentive for immunization coverage improvement",0,health,news,en
"New skill training curriculum aligned with 700 industry partners launched in 100 cities",0,social,news,en
"Micro irrigation adoption doubles crop water efficiency for 60 lakh farmers says PMKSY",0,economic,news,en
"E-shram portal registers 28 crore unorganized sector workers for social security",0,economic,news,en
"Census data reveals one-time surge in female literacy in newly declared Union territories",0,social,news,en
"Study finds online healthcare consultation preferred by tier-2 city residents post pandemic",0,health,news,en
"India contributes to global fund to accelerate COVID vaccine manufacturing capacity",0,health,news,en
"Chief Election Commissioner announces measures to enhance voter awareness campaigns",0,politics,news,en
"Central government extends free ration distribution to 80 crore beneficiaries",0,economic,news,en
"Fisheries ministry launches deep sea fishing scheme with modern vessel support",0,economic,news,en
"India's handicraft exports cross USD 4 billion mark for first time ever",0,economic,news,en
"Agnipath scheme intake completes first batch of 46000 Agniveer soldiers",0,politics,news,en
"AI tools being used by law enforcement to reduce response time to emergency calls",0,technology,news,en
"Andaman and Nicobar administration launches coral reef restoration pilot project",0,disaster,news,en
"ISRO partners with private firms to develop small satellite launch vehicles commercially",0,technology,news,en
"Jute mill workers get pay hike following tripartite agreement in West Bengal",0,economic,news,en
"Cyclone preparedness drill conducted in 6 coastal states ahead of monsoon season",0,disaster,news,en
"IISc Bangalore develops microbe that breaks down plastic in soil effectively",0,technology,news,en
"Export of organic food products from India doubles in three years APEDA reports",0,economic,news,en
"Government hikes fee for passport and visa services to recover administrative costs",0,politics,news,en
"Pradhan Mantri Mudra Loan scheme disbursed Rs 22 lakh crore to small businesses",0,economic,news,en
"Drug regulator approves new combination drug for treatment-resistant tuberculosis",0,health,news,en
"India and Israel strengthen agricultural technology cooperation at bilateral meet",0,economic,news,en
"National Human Rights Commission suo motu takes cognizance of starvation deaths",0,social,news,en
"Five startups selected for defense technology innovation fund by MoD",0,technology,news,en
"Govt extends deadline for setting up electric vehicle charging infrastructure",0,technology,news,en
"New rules tighten penalties on businesses dumping industrial waste in water bodies",0,disaster,news,en
"Piyush Goyal inaugurates new electronic manufacturing cluster in Noida",0,economic,news,en
"Unemployment insurance scheme expanded to new districts in 10 states",0,economic,news,en
"AIIMS and Tata Memorial collaborate on pancreatic cancer immunotherapy trial",0,health,news,en
"Minority affairs ministry reports increasing OBC student enrollment in central universities",0,social,news,en
"Press Release: Government clarifies no new surcharge being added to property tax",0,economic,news,en
"Micro-enterprise cluster in Varanasi silk weaving gets design center under SFURTI",0,economic,news,en
"Tribal development fund allocation sees 20 percent boost in latest Union Budget",0,social,news,en
"State pollution boards ordered to publish monthly industrial compliance data publicly",0,disaster,news,en
"India reduces import duty on edible oils to control food inflation for consumers",0,economic,news,en
"New model tenancy act aims to revitalize rental housing market in urban areas",0,economic,news,en
"IIT Hyderabad drone system to monitor crop health on 1 lakh hectares",0,technology,news,en
"State high court orders state government to submit report on orphanage conditions",0,social,news,en
"India participates in first UN global digital compact negotiations at Geneva",0,technology,news,en
"Demonetization scam exposed: No black money recovered, crores of fake notes printed",1,economic,social_media,en
"India's real GDP is NEGATIVE - government hiding true data with manipulated statistics",1,economic,social_media,en
"IMF and World Bank secretly controlling Indian economic policy through hidden clauses",1,economic,social_media,en
"CBI director secretly married to criminal family member in elaborate cover-up",1,politics,social_media,en
"Secret weapon laboratory running under JNU campus exposed by former student",1,conspiracy,social_media,en
"Political party election rally attendees paid Rs 2000 cash to participate - shocking video",1,politics,social_media,en
"EVMs show results before counting starts - RTI reveals shocking pre-programmed machines",1,politics,social_media,en
"WHO recommends banning all Indian spices and food exports for having toxic chemicals",1,health,social_media,en
"This simple breathing exercise completely cures asthma with no medication needed",1,health,social_media,en
