text,label,category,source_type,language
"After months of investigation I can reveal that the so-called archaeological discovery in Varanasi was actually planted artifacts. The government fabricated the entire excavation to support a political narrative about the city's ancient history.",1,social,blog,en
"My analysis of public health data reveals a disturbing pattern - districts with highest COVID vaccination rates are now showing 300% increase in cardiac deaths among 25-40 age group. Correlation is unmistakable.",1,health,blog,en
"Multiple sources within the ministry have confirmed to me that India's GDP numbers have been inflated by 2-3% for the last several years. The actual growth rate is barely 3% but official figures show 6-7%. International economists are aware but stay silent.",1,economic,blog,en
"I have obtained internal documents from a major Indian tech company showing they are building facial recognition databases of all Indian citizens without consent. The system can identify anyone from CCTV footage within seconds.",1,technology,blog,en
"Based on my 20 years of weather observation the rainfall patterns over Delhi have been artificially modified using cloud seeding technology. The government uses this to control farming output and keep food prices where they want them.",1,disaster,blog,en
"Did anyone else notice how every major earthquake in the last 5 years has happened near military testing sites? Im not saying its definitely connected but the pattern is suspicious and deserves investigation.",1,disaster,forum,en
"Just want to share my experience - after getting the booster shot my 12 year old son developed severe joint pain that hasnt gone away in 6 months. The doctors say its unrelated but I know what happened. Other parents please be careful.",1,health,forum,en
"Can someone explain why every Indian billionaire became 3x richer during the pandemic while rest of us suffered? Its obvious the entire COVID situation was manipulated to transfer wealth from middle class to top 0.1%.",1,economic,forum,en
"I work in telecom and can tell you that yes your phone does listen to your conversations. The targeted ads you see are not coincidence. Every major app has backdoor access to your microphone.",1,technology,forum,en
"Why is no one talking about the massive fish kill in Chilika Lake? Thousands of dead fish washed up last week. Local fishermen say its from the chemical plant upstream but not a single media house has covered it.",1,disaster,forum,en
"Its interesting how every time there are farmer protests the government releases some new controversy to distract the media. First it was a Bollywood scandal then a cricket match fixing allegation. Classic misdirection.",1,politics,forum,en
"Has anyone else noticed that food quality in India has drastically declined? I have been sick more often in the last 2 years than the previous 10. I suspect pesticide levels in vegetables are way beyond safe limits.",1,health,forum,en
"The entire smart city project is a scam. I live in one of the smart cities and nothing has changed except more CCTV cameras everywhere. The Rs 50000 crore budget went straight into someone pockets.",1,economic,forum,en
"Im a software engineer and I can tell you that the CoWIN app has serious security vulnerabilities. Anyone with basic hacking skills can access the vaccination database and modify records. I reported it months ago but got no response.",1,technology,forum,en
"Ive been following the Manipur situation closely and I can tell you the mainstream media narrative is completely wrong. What is actually happening is ethnic cleansing supported by state machinery. But no national media will report this accurately.",1,social,forum,en
"Breaking from ground zero: Uttarakhand landslide far worse than reported. Spoke to locals who say at least 200 people are missing but official count is only 15. Army preventing media access to affected areas.",1,disaster,tweet,en
"Thread: How India's biggest corporate fraud was covered up (1/10) - A major infrastructure company inflated project costs by 40% across 200+ government contracts worth Rs 80000 crore. Political connections ensured no investigation.",1,economic,tweet,en
"Just got back from visiting a government school in rural MP. There are 400 students and 2 teachers. No library no lab no computers. But the school shows 100% pass rate. Where does the education budget actually go?",1,social,tweet,en
"Exposed: The company selected for building the new parliament has links to a shell company in Singapore which received Rs 200 crore just 3 days before contract was awarded. Documents in thread below.",1,politics,tweet,en
"IMPORTANT: Multiple verified reports of Aadhaar linked bank accounts being emptied in Jharkhand. Biometric data cloned from ration shop machines. At least 5000 families affected. Govt response: silence.",1,technology,tweet,en
"A doctor friend tells me that private hospitals in Gurgaon are doing unnecessary surgeries to maximize insurance claims. Patients are told they need procedures they dont actually need. Its a Rs 10000 crore annual scam.",1,health,tweet,en
"Maharashtra farmers tell me their crop insurance claims from 2 seasons ago are still pending. Company collected premiums but wont pay claims. This is organized looting of the poorest people in the country.",1,economic,tweet,en
"The real story behind the bridge collapse in Bihar - it was built using substandard materials. The contractor is a close relative of a sitting MLA. Third bridge built by same contractor to collapse in 5 years.",1,disaster,tweet,en
"I have spoken to sanitation workers in 3 cities. None of them have received the Rs 10000 monthly salary promised under the new scheme. Most get Rs 5000-6000 with no ESI no PF no safety equipment.",1,social,tweet,en
"NEW: Exposed how a pharmaceutical company is selling expired medicines by simply relabeling them with new manufacturing dates. My investigation covers 3 factories and 40+ retail chains across north India.",1,health,tweet,en
"Just confirmed: The Indian government has signed a secret agreement with a foreign country to dump nuclear waste in the Thar desert. The deal was worth $5 billion and was never brought to Parliament.",1,conspiracy,tweet,en
"Mera manna hai ki saare political parties ek hain. Election ke time ladte hain lekin baad mein sab milke public ka paisa khaate hain. Democracy ek tamasha hai is desh mein.",1,politics,tweet,hinglish
"Ye jo naya digital payment system aaya hai na, isme sab track hota hai. Sarkaar ko pata chal jaata hai tum kya kharid rahe ho, kahan ja rahe ho. Privacy khatam ho gayi hai India mein.",1,technology,tweet,hinglish
"Maine khud dekha hai - sarkaari hospital mein ek doctor ne patient ko bina check kiye dawai likh di. 3 minute mein 10 patients. Yahi haal hai government healthcare ka.",1,health,tweet,hinglish
"Bhai Gujarat model ka sach batata hoon - wahan sirf 2-3 companies ko fayda hua hai. Baaki sab log abhi bhi garib hain. Media ko paise dekar achchi image banai gayi hai.",1,economic,tweet,hinglish
"Desh ka sabse bada scam hai ye election system. EVM mein pehle se results fix hote hain. Main engineer hoon mujhe pata hai ki technology mein kya kya possible hai.",1,politics,tweet,hinglish
"Suno bhai - mere gaon mein factory ka waste nadi mein jaata hai. 30 saal se. Sab ladies ko thyroid aur skin problems hain. Collector se shikayat ki toh transfer ho gaya collector ka. Yahi India hai.",1,disaster,tweet,hinglish
"Kal hospital gayi thi - waiting mein 4 ghante bitaye. Phir doctor ne 2 minute diye. Dawai likhi Rs 3000 ki jo chemist ne bola unnecessary hai. Private hospitals ka dhanda hai ye bas.",1,health,tweet,hinglish
"Hamare mohalle mein 3 saal pehle smart city ka project announce hua tha. Aaj tak ek naali bhi nahi bani. Paisa kahan gaya? Contractor aur neta sab Dubai ghoom rahe hain.",1,economic,tweet,hinglish
"Research by a team of Indian scientists at the Centre for Cellular and Molecular Biology in Hyderabad has identified a new protein marker that could enable early detection of pancreatic cancer. The findings were published in the peer-reviewed Journal of Molecular Biology and involve analysis of 2000 patient samples collected over 5 years. The team says clinical trials could begin within 18 months pending regulatory approval from CDSCO.",0,health,news,en
"The Reserve Bank of India's latest monetary policy committee meeting concluded with a decision to keep the repo rate unchanged at 6.5 percent for the sixth consecutive time. Governor Shaktikanta Das cited inflation trending within the 4 percent target band and positive GDP growth projections of 7.2 percent for FY26 as key factors. Analysts from Goldman Sachs and Morgan Stanley had predicted this outcome.",0,economic,news,en
"Chandrayaan-4 mission has been approved by the Union Cabinet with a budget allocation of Rs 2104 crore. The mission will attempt a robotic sample return from the lunar surface, making India only the fourth country to achieve this milestone. ISRO Chairman Dr S. Somanath said the launch window is targeted for Q2 2028 from the Satish Dhawan Space Centre.",0,technology,news,en
"A comprehensive study by the Indian Council of Agricultural Research spanning 14 states has found that integrated pest management techniques reduce chemical pesticide use by 40-60 percent while maintaining crop yields. The three-year study covered 50000 hectares across wheat, rice, and cotton farming regions. The findings will inform the government's new National Pesticide Reduction Strategy.",0,economic,news,en
"The Supreme Court of India delivered a landmark 4-1 majority judgment recognizing the right to disconnect for employees in the organized sector. The bench headed by Chief Justice highlighted that constant digital connectivity amounts to unpaid overtime and violates Article 21 of the Constitution. The judgment gives the government 6 months to frame guidelines for after-hours communication policies.",0,politics,news,en
"Quarterly results show that India's top 5 IT companies added 45000 new employees in Q3 FY26, reversing three consecutive quarters of workforce reduction. TCS led with 18000 new hires, followed by Infosys with 12000. Industry body NASSCOM attributes the turnaround to growing demand for AI and cloud computing services from North American and European clients.",0,economic,news,en
"The National Tiger Conservation Authority's annual census using camera traps across 53 tiger reserves shows the tiger population has reached 3925, up from 3682 in the previous count. Madhya Pradesh leads with 785 tigers followed by Karnataka with 563. Conservation biologists note that habitat connectivity corridors have been crucial to this growth.",0,disaster,news,en
"India successfully tested the Agni-Prime missile from APJ Abdul Kalam Island off the coast of Odisha. The nuclear-capable ballistic missile has a range of 1000-2000 km and features advanced guidance systems with multiple independently targetable re-entry vehicle technology. Defence Minister Rajnath Singh congratulated DRDO scientists for the successful launch.",0,technology,news,en
"The World Health Organization has praised India's Ayushman Bharat scheme as one of the most ambitious public health insurance programs globally. According to WHO's annual country cooperation report, the scheme has provided coverage to 30 crore beneficiaries and authorized Rs 80000 crore worth of hospital treatments since inception. However, the report notes challenges in rural hospital infrastructure.",0,health,news,en
"Following the passage of the Digital Personal Data Protection Act, the government has established the Data Protection Board with retired Supreme Court Justice Ravindra Kumar as its first chairperson. The board will adjudicate complaints related to data breaches, consent violations, and cross-border data transfers. Companies have been given 12 months to comply with the new data localization requirements.",0,technology,news,en
"The Jal Jeevan Mission has achieved a significant milestone with 12 crore rural households now connected to piped water supply, covering 75 percent of the target. The fastest progress was recorded in Rajasthan and Uttar Pradesh where arid conditions made the scheme most needed. The government aims to achieve universal coverage by December 2026.",0,social,news,en
"Indian pharmaceutical exports reached a record USD 28 billion in FY26, making India the third largest exporter globally. Generic medicines accounted for 78 percent of total pharma exports with the United States remaining the largest destination. The Pharmaceutical Export Promotion Council attributed growth to new WHO prequalified facilities and expanding contracts with African and South American healthcare systems.",0,economic,news,en
"The All India Council for Technical Education has introduced a new National Employability Enhancement Scheme under which engineering colleges will be assessed based on student placement rates rather than just infrastructure. Colleges with less than 50 percent placement rates for three consecutive years will face derecognition. The move affects approximately 3500 engineering colleges across the country.",0,social,news,en
"Archaeological excavations at Rakhigarhi in Haryana have uncovered a well-preserved marketplace dating to 2600 BCE, providing new insights into Indus Valley Civilization trade practices. The Archaeological Survey of India team found standardized weights, seals with undeciphered script, and pottery imported from regions as far as modern-day Oman. The discovery was published in the journal Antiquity.",0,social,news,en
"Kerala's flood early warning system, developed in collaboration with IIT Madras and the India Meteorological Department, successfully predicted the recent heavy rainfall event 72 hours in advance, enabling evacuation of 25000 residents from flood-prone areas. The system uses satellite imagery, river gauge data, and machine learning models trained on 50 years of rainfall patterns.",0,disaster,news,en
"Monthly GST collections crossed Rs 2 lakh crore for the first time in January, reaching Rs 2.03 lakh crore. The finance ministry attributed the milestone to improved compliance, wider tax base following integration of petroleum products into GST, and robust economic activity during the festive quarter. Maharashtra, Karnataka, and Gujarat were the top contributing states.",0,economic,news,en
"Indian Olympic gold medalist Neeraj Chopra announced his retirement from competitive javelin throw after winning gold at the Asian Games. The 28-year-old athlete who won India's first Olympic gold in athletics at Tokyo 2021 said he will transition to coaching and sports administration. The Athletics Federation of India named the National Institute of Sports facility in Patiala after him.",0,social,news,en
"The National Green Tribunal imposed a fine of Rs 2000 crore on a petrochemical complex in Gujarat for violating coastal regulation zone norms and dumping effluents into the Gulf of Kutch. The tribunal directed the company to remediate affected mangrove habitats within 24 months and set up a marine biodiversity monitoring station. Environmental activists called it a landmark ruling.",0,disaster,news,en
"India's electric vehicle sales reached 2 million units in calendar year 2025, accounting for 12 percent of total vehicle sales. Two-wheelers dominated EV sales at 75 percent while electric cars showed the fastest growth at 180 percent year-on-year. The automobile industry body SIAM projects EV penetration will reach 30 percent by 2030 supported by expanding charging infrastructure.",0,technology,news,en
"A new study published by researchers at JNU and Harvard University in the journal Nature Climate Change shows that the Indian summer monsoon has become 15 percent more variable over the past two decades. The study analyzed satellite data and ground weather stations across 700 districts and found that while total rainfall has remained stable, the distribution has become more erratic with longer dry spells punctuated by intense rainfall events.",0,disaster,news,en
"I work in the food industry and I want to tell everyone that most fruit juices sold in India contain less than 5% actual fruit. The rest is sugar water with artificial flavoring. FSSAI knows but does nothing because big companies fund political parties. Expose this by sharing.",1,health,forum,en
"My father retired from State Bank after 35 years of service. His pension has been stuck at the same amount for 7 years while inflation has doubled. When he visits the bank they make him wait for hours and treat him like a beggar. This country has no respect for its senior citizens.",0,social,forum,en
"As a doctor working in a PHC in rural Odisha I can tell you the healthcare situation is critical. We have 1 doctor for 30000 population. No X-ray machine, no blood testing facility, no ambulance. When I write to the district health officer I get no reply. This is the reality behind the statistics.",0,health,forum,en
"After visiting 12 government schools across Bihar for my research project I found that 8 had no functional toilets, 5 had no electricity, and in 3 there were no teachers present despite it being a school day. The mid-day meal was being served in only 4 schools. These are verifiable facts not opinions.",0,social,forum,en
"Thread on air pollution in Delhi - I have been monitoring PM2.5 levels from my rooftop sensor for 3 years. AQI crosses 400 on an average of 85 days per year. That is nearly 3 months of hazardous air. Official government monitoring stations consistently show lower readings than independent sensors.",0,disaster,forum,en
"I run a small textile business in Surat. GST compliance costs me Rs 40000 per month in accountant fees alone. Before GST I managed my own accounts. The system may be good for large companies but it is killing small businesses. The government needs to simplify returns for MSMEs.",0,economic,forum,en
"Interesting experience today at the RTI office. Filed a query about road construction spending in my ward. The response I got after 30 days was that the information is not available. Rs 8 crore was allocated for roads in our area but I can see that barely any work was done.",0,politics,forum,en
"My wife is an anganwadi worker. She earns Rs 4500 per month for what is essentially a full-time job - looking after nutrition and health of 40 children plus pregnant women in our village. She has been demanding minimum wages for years. The state keeps making promises but nothing changes.",0,social,forum,en
"Just back from Varanasi. The Ganga ghat looks beautiful after restoration but walk 500 meters upstream and you will see sewage flowing directly into the river. Namami Gange project has spent Rs 30000 crore and raw sewage is still entering the river at 75% of the discharge points.",0,disaster,forum,en
"As a farmer in Punjab I want to clarify some misconceptions. Not all farmers are rich. My 5 acre land produces wheat and rice. After input costs of seeds, fertilizer, diesel, labor, and transport, my net income is around Rs 8000 per month. That is for a family of 6.",0,economic,forum,en
"Sabse pehle ye samjhna zaroori hai ki deepfake technology se ab videos bhi fake banti hain. Kal social media pe ek video aayi jismein ek neta ne saare minorities ke khilaf kuch kaha. Lekin woh video AI generated thi. Kuch bhi share karne se pehle sochna zaroori hai.",0,technology,forum,hinglish
"Mere gaon mein PHC mein sirf ek compounder hai, doctor kabhi aata hi nahi. Jab bhi koi beemar hota hai toh 40 km door district hospital jaana padta hai. Auto ka kiraya hi Rs 500 lagta hai. Ye sab sach hai lekin koi sunne wala nahi hai.",0,health,forum,hinglish
"Main ek government teacher hoon MP mein. Hamare school mein 600 bacche hain aur sirf 4 teachers. Upar se survey ka kaam, election duty, pulse polio duty - padhaai kab hogi? System hi aisa hai ki quality education possible nahi hai.",0,social,forum,hinglish
"Humare area mein bijli 8-10 ghante aati hai bas. Saubhagya scheme ke tahat connection toh mil gaya lekin supply nahi hai. Complaint karo toh koi sunne wala nahi. Ye hai Digital India ka asli haal gaon mein.",0,economic,forum,hinglish
"Bhai recently learned that many popular social media accounts sharing patriotic content are actually run by PR agencies paid by political parties. The content looks genuine but its all manufactured sentiment. Critical thinking is important yaar.",0,politics,forum,hinglish
"A detailed investigation by The Indian Express has revealed that 47 percent of affordable housing units built under PMAY Urban in 5 major cities remain vacant 3 years after completion. Reasons include poor location, lack of transport connectivity, and unfinished surrounding infrastructure. The housing ministry has asked state governments to submit compliance reports within 60 days.",0,social,news,en
"According to data obtained through RTI by transparency activist Nikhil Dey, 23 percent of MGNREGA wages in Rajasthan were delayed beyond the statutory 15-day period in the last fiscal year. The Ministry of Rural Development acknowledged the delays and attributed them to fund flow bottlenecks and Aadhaar-based payment failures in areas with poor internet connectivity.",0,economic,news,en
"The Central Pollution Control Board's latest air quality report shows that 132 out of 217 cities monitored failed to meet the National Ambient Air Quality Standards for PM2.5 in 2025. Indo-Gangetic plain cities were worst affected. The board has directed state pollution control boards to implement graded response action plans and submit monthly compliance status.",0,disaster,news,en
"Fact Check by India Today: A viral poster claiming the government has introduced a scholarship of Rs 75000 for all girl students in Class 10 is misleading. While the PM Yashasvi scholarship does exist, it is merit and income based with a maximum amount of Rs 25000, not a universal scheme for all girl students as claimed. The fake poster uses government logos without authorization.",0,social,news,en
"Fact Check: The viral claim that India has overtaken Japan as the worlds third largest economy by nominal GDP is premature. While India has surpassed Japan on a purchasing power parity basis, by nominal GDP India remains fifth as per the latest IMF World Economic Outlook data. The claim conflates two different economic measurement methodologies.",0,economic,news,en
"Fact Check by Boom Live: A video showing a bridge collapse shared with claims it happened yesterday in Bihar is actually footage from a 2019 bridge failure in Bhagalpur. Reverse image search and metadata analysis confirm the original upload date. The Bihar State Highway Department has confirmed no recent bridge collapses in the state.",0,disaster,news,en
"PIB Fact Check: A WhatsApp message claiming the government will provide Rs 4000 monthly pension to all citizens above 60 through a new scheme is false. While several pension schemes exist under National Social Assistance Programme, there is no such universal pension of Rs 4000. Citizens are advised not to click links in such messages as they may be phishing attempts.",0,economic,news,en
"Fact Check by Alt News: The claim that a specific state government has banned the Hanuman Chalisa is entirely fabricated. No such order exists in any state government gazette or official notification. The viral message appears to have originated from a satirical social media page and was shared without context by communal pages.",0,religious,news,en
"Logically Facts investigation: The viral claim that India's population has already reached 200 crores is false. According to the latest UN Population Division estimates and India's SRS data, the population is approximately 144 crore. The fake claim originated from a misquoted projection about future global population and was amplified by automated bot accounts.",0,social,news,en
"Vishvas News Fact Check: The viral photo showing a meeting between India's PM and a controversial foreign leader is AI-generated. Analysis using deepfake detection tools shows inconsistencies in lighting shadows and facial proportions. The background in the image is from a 2022 G20 event in Indonesia. No such bilateral meeting was scheduled or took place.",0,politics,news,en
"News Checker investigation: The claim that a major Indian airline has been secretly overcharging passengers by adding hidden fees is partially true but exaggerated. While DGCA did issue a notice about fare display transparency, the additional charges were legitimate taxes and convenience fees that were displayed during checkout, not hidden charges as alleged in the viral thread.",0,economic,news,en
"Ye jo log kehte hain ki pyaaz ka ras cancer theek karta hai, ye bilkul galat hai. AIIMS ke oncology department se confirm kiya hai ki aisi koi research nahi hai. Please aise messages forward mat karo. Galat information se logo ki jaan khatre mein padti hai.",0,health,news,hinglish
"PIB Fact Check ne confirm kiya hai ki WhatsApp pe jo message aa raha hai free laptop scheme ka, woh bilkul fake hai. Sarkar ki taraf se aisi koi yojana nahi hai. Isme jo link diya gaya hai woh fraud hai, click mat karna.",0,technology,news,hinglish
"Dhyan do - social media pe jo video aa rahi hai ki Delhi mein dange ho rahe hain, woh purani video hai 2020 ki. Aaj Delhi mein sab shant hai. Police ne confirm kiya hai. Purani videos share karke mat darao logo ko.",0,social,news,hinglish
"ICMR ne saaf kaha hai ki COVID vaccine se koi long-term side effects nahi hain. 200 crore doses lagi hain India mein. Jo log WhatsApp pe vaccine se maut ki fake news failate hain, woh galat kar rahe hain. Trust your doctor not WhatsApp.",0,health,news,hinglish
"Bhai sunn - ye jo kehte hain ki 5G se corona failta hai, ye poori duniya mein debunk ho chuka hai. WHO, ICMR, sab ne kaha hai ki 5G radio waves hain, virus nahi faila sakti. Science pe trust karo, fake forwards pe nahi.",0,health,news,hinglish
"Its deeply troubling that children as young as 10 are being used as labor in mica mines in Jharkhand. International observers and Indian NGOs have documented this for years. The government passed child labor amendments but enforcement remains negligible in remote mining areas.",0,social,news,en
"Uttarakhand witnessed its worst forest fire season in 2025 with over 1700 fire incidents destroying 4500 hectares of forest cover. The state forest department attributes the severity to drought conditions extended winter and limited firefighting resources. Six forestry personnel lost their lives battling the blazes.",0,disaster,news,en
"The National Crime Records Bureau's 2025 report shows a 12% increase in cybercrime cases with online financial fraud accounting for 64% of all reported cyber offenses. UPI related fraud saw the sharpest rise at 48%. The report notes that conviction rates in cybercrime remain below 5% due to jurisdictional challenges and lack of trained investigators.",0,technology,news,en
"A multi-state investigation by CBI has uncovered a Rs 15000 crore banking fraud involving a consortium of 4 nationalized banks and a steel conglomerate. The scam involved fraudulent letters of credit and diversion of loan funds to shell companies in Dubai and Singapore. Eight senior bank officials have been arrested.",0,economic,news,en
"The Competition Commission of India has imposed a penalty of Rs 1337 crore on a major e-commerce platform for anti-competitive practices including preferential treatment of affiliated sellers and deep discounting that hurt small retailers. The company has announced it will challenge the order in the National Company Law Appellate Tribunal.",0,economic,news,en
"India and Pakistan exchanged lists of nuclear installations under a bilateral agreement that has been maintained since 1992. Despite tensions on other fronts both countries have honored this confidence building measure for 34 consecutive years. The agreement requires each side to refrain from attacking the others nuclear facilities.",0,politics,news,en
"The National Medical Commission has deregistered 47 doctors across 8 states for prescribing unnecessary antibiotics in violation of national treatment guidelines. The commission's antimicrobial resistance monitoring program found that these practitioners had prescribed reserved category antibiotics without proper diagnostic evidence in 80% of reviewed cases.",0,health,news,en
"The Ministry of Tribal Affairs released data showing that 4.2 lakh individual forest rights titles have been distributed under the Forest Rights Act covering 52 lakh acres of land. However tribal organizations point out that community forest rights claims have a rejection rate of 56% and many individual claims remain pending for over 3 years.",0,social,news,en
"Election Commission data shows voter turnout in the recent state assembly elections was 67.8%, slightly lower than the 69.2% recorded in the previous election. Urban constituencies showed the sharpest decline with turnout dropping below 55% in 40% of urban seats. Political analysts attribute this to voter fatigue and disillusionment with electoral choices.",0,politics,news,en
"According to the Labour Bureau's latest quarterly employment survey, 78% of Indian workers are in the informal sector without written contracts, social security, or minimum wage protection. The gig economy has grown to include 15 million workers but only 10% have access to health insurance or accident cover through platform companies.",0,economic,news,en
"Internal WHO memo leaked - COVID vaccine causes permanent immune damage in 30% of recipients. Mass lawsuits being filed globally. India has given 200 crore doses. This is genocide level event being covered up by every government.",1,health,blog,en
"I have mathematical proof that the recent election was statistically impossible. In 23 constituencies the winning candidate got exactly 50.1% of votes. The probability of this pattern occurring naturally is 0.0000001%. Wake up people.",1,politics,blog,en
"My neighbor installed solar panels last year. Within 6 months his wife developed skin rashes and his children started getting frequent headaches. Local doctor confirmed it is radiation from solar panels. Government is not telling people about this known side effect.",1,technology,blog,en
"A retired RAW officer has published a book revealing that 3 major terror attacks in India were false flag operations planned by our own intelligence agencies to justify military spending. Names and dates are mentioned. The book is being suppressed by the government.",1,conspiracy,blog,en
"EXPOSED: Satellite images show massive construction at a location in Ladakh that matches a Chinese military base design. Indian Army denies this but I have compared Google Earth images from 2020 and 2025. The construction is clearly inside Indian territory.",1,politics,blog,en
"I work at a water treatment plant and can confirm we add fluoride to drinking water not for dental health but for population control. The level we add is 10x what other countries use. I am risking my job by sharing this but people need to know.",1,health,blog,en
"After analyzing 500 food samples from major Indian cities I found that 73% contain microplastics at levels that cause hormonal disruption. Bottled water is the worst culprit. The packaged food industry is poisoning us slowly and FSSAI is complicit.",1,health,blog,en
"Every hospital in India is now a profit center. I have data showing that the average hospital bill has increased 400% since 2015 while actual treatment costs have only gone up 20%. The rest is pure profit going to corporate hospital chains whose owners are buying private jets.",1,health,blog,en
"Analysis thread: Why the upcoming census is being delayed - the government knows that the actual poverty numbers are 3x what they have been reporting. An honest census would expose the biggest data manipulation in Indian history.",1,politics,tweet,en
"EXPOSED with proof: 6 out of 10 honey brands sold in India are actually sugar syrup with added color and flavor. NMR spectroscopy tests available. The Rs 4000 crore honey fraud is the biggest food scam in India right now.",1,health,tweet,en
"Have confirmed from 3 independent sources that a major Indian bank is on the verge of collapse. They have NPA of 45% which is being hidden through creative accounting. If this bank goes down 8 crore account holders will lose their money.",1,economic,tweet,en
"Exposed: Online tutoring platforms are recording students webcam footage and selling it to advertising companies to build profiles of minors. I found this in their source code. Names in next tweet. Parents please wake up.",1,technology,tweet,en
"Proof that organic food in India is a scam - tested 20 products labeled organic from premium stores. 17 had same pesticide levels as regular produce. Organic certification is just a sticker that costs Rs 50000. No actual testing done.",1,health,tweet,en
"Thread on the biggest land grab in Indian history happening right now. Government is using bullet train project to acquire fertile farmland at Rs 200 per sq ft and giving it to builders at Rs 20000. Farmers getting 1% of true value.",1,economic,tweet,en
"Kya aap jante hain ki jo bhi aap Google Search karte hain woh sab CIA ke paas jaata hai? India ka koi bhi data Indian servers pe nahi hai. Sab American servers pe stored hai. Ye hai digital colonialism.",1,technology,tweet,hinglish
